skill,backward_text,original_name
Roll,">Earnan accompanies the hunters on their hunt. Not long after Earnan sees beckon him over, and without a sound he followed to the point where she lay.""Look"", she said. Before them lay a great boar foraging in the wilds. She slowly made a gesture with her hands towards  . Understanding that meant to flank the creature, Earnan quietly made his way around the board in a wide circle.[OOC: Enter the Fray: Roll+Shadow. Also moving this enemy down to troublesome because we are 3v1] ",Roll
strike,>Without a sound the company take their positions. Then an arrow as swift as a bolt of lightning shoots out from 's bow. Earnan closing the gap between himself and the boar strikes out.[Strike: Roll+Edge] ,strike
Roll,>Without a sound the company take their positions. Then an arrow as swift as a bolt of lightning shoots out from 's bow. Earnan closing the gap between himself and the boar strikes out.[Strike: Roll+Edge] ,Roll
Roll,>Without a sound the company take their positions. Then an arrow as swift as a bolt of lightning shoots out from 's bow. Earnan closing the gap between himself and the boar strikes out.[Strike: Roll+Edge] ,Roll
Persuasion,>The boar turns to face Earnan and sprints towards him. [Health -1. Endure Harm:Roll+Health] ,harm
Roll,>The boar turns to face Earnan and sprints towards him. [Health -1. Endure Harm:Roll+Health] ,Roll
Roll,>The boar turns to face Earnan and sprints towards him. [Health -1. Endure Harm:Roll+Health] ,Roll
face danger,">Earnan dashes out of the way just in time. No harm seemed to have come to him and he was still on his feet.[OOC: Critical hit. Taking +1 Momentum and +1 Health (No damage)]The boar is quick though and spins around with lightning speed ready to mount another attack. Earnan's mind casts back to a lesson in his youth, taught to him by Uallas: ""Boars unlike wolves are stout of heart. They do not need strength in numbers to press their advantage. But like the wolves of the deep forest can be shaken by displays of dominance""With the sound of his masters voice playing in his mind, Earnan made himself large and intimidating. Though it was quite out of character for him, he faced the boar let out a roar.[OOC: Face danger: Roll+Heart] ",face danger
Roll,">Earnan dashes out of the way just in time. No harm seemed to have come to him and he was still on his feet.[OOC: Critical hit. Taking +1 Momentum and +1 Health (No damage)]The boar is quick though and spins around with lightning speed ready to mount another attack. Earnan's mind casts back to a lesson in his youth, taught to him by Uallas: ""Boars unlike wolves are stout of heart. They do not need strength in numbers to press their advantage. But like the wolves of the deep forest can be shaken by displays of dominance""With the sound of his masters voice playing in his mind, Earnan made himself large and intimidating. Though it was quite out of character for him, he faced the boar let out a roar.[OOC: Face danger: Roll+Heart] ",Roll
Roll,">Earnan dashes out of the way just in time. No harm seemed to have come to him and he was still on his feet.[OOC: Critical hit. Taking +1 Momentum and +1 Health (No damage)]The boar is quick though and spins around with lightning speed ready to mount another attack. Earnan's mind casts back to a lesson in his youth, taught to him by Uallas: ""Boars unlike wolves are stout of heart. They do not need strength in numbers to press their advantage. But like the wolves of the deep forest can be shaken by displays of dominance""With the sound of his masters voice playing in his mind, Earnan made himself large and intimidating. Though it was quite out of character for him, he faced the boar let out a roar.[OOC: Face danger: Roll+Heart] ",Roll
clash,">A thwoop from the outside his vision. An arrow fast and true pierces the boars hide.[Kill the boar: 3/10]Earnan's clumsy performance seemed to have no effect in intimidating this stoat creature. The boar redoubles it's assault on him, charging him with his tusks.[Clash: Roll+Iron] ",clash
Roll,">A thwoop from the outside his vision. An arrow fast and true pierces the boars hide.[Kill the boar: 3/10]Earnan's clumsy performance seemed to have no effect in intimidating this stoat creature. The boar redoubles it's assault on him, charging him with his tusks.[Clash: Roll+Iron] ",Roll
Roll,">A thwoop from the outside his vision. An arrow fast and true pierces the boars hide.[Kill the boar: 3/10]Earnan's clumsy performance seemed to have no effect in intimidating this stoat creature. The boar redoubles it's assault on him, charging him with his tusks.[Clash: Roll+Iron] ",Roll
secure,">Earnan deftly leaps out of the way of it's onrushing tusks, landing in a roll. His landing, positioning him at the boar's side, gives him the opportunity to thrust at it's weak underbelly[Kill the boar: 7/10]Replaying images in is head of Uallas's lessons on the creatures of the wilds and their anatomy, he recalls the weak spots on their underside.[Secure and advantage: Roll+Wits] ",secure
Roll,">Earnan deftly leaps out of the way of it's onrushing tusks, landing in a roll. His landing, positioning him at the boar's side, gives him the opportunity to thrust at it's weak underbelly[Kill the boar: 7/10]Replaying images in is head of Uallas's lessons on the creatures of the wilds and their anatomy, he recalls the weak spots on their underside.[Secure and advantage: Roll+Wits] ",Roll
Roll,">Earnan deftly leaps out of the way of it's onrushing tusks, landing in a roll. His landing, positioning him at the boar's side, gives him the opportunity to thrust at it's weak underbelly[Kill the boar: 7/10]Replaying images in is head of Uallas's lessons on the creatures of the wilds and their anatomy, he recalls the weak spots on their underside.[Secure and advantage: Roll+Wits] ",Roll
